index,reactant_smiles
4692,O=C1OC(=O)c2cc(Cl)c(Cl)cc21
4693,CCCCCC1OC1C=O
4694,Cc1ccc(CC=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
4695,COC(=O)c1cc2c([nH]1)CCC2=O
4696,Cc1ccc(S[C@@H]2O[C@H](C=O)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1
4697,COc1ccccc1[C@@H](C=O)C1Sc2ccccc2S1
4698,CC(C)(C)OC(=O)N[C@H]1C[C@@H](C=O)C1
4699,CC(C)(C)[Si](C)(C)OC[C@@H](O)[C@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](C=O)OCc1ccccc1
4700,C=CCOc1cc2cc(C(=O)CC/C=C(\C)CCC=C(C)C)oc2cc1OCC=C
4701,O=Cc1cc(Cc2ccc(F)c(F)c2)cc(F)c1F
4702,COC(=O)/C=C(C)/C=C/[C@@H]1O[C@]2(CC[C@@H]1C)CC[C@H](C)[C@@H](C/C=C(\C)C=O)O2
4703,CCCCCCOc1ccc(C2CCC(=O)CC2)c(F)c1F
4704,O=Cc1cn(Cc2ccccc2)c2ccccc12
4705,C=C(C)Cc1ccccc1C=O
4706,CSc1ncc(C=O)c(NC(C)C)n1
4707,CCCCCCCCN1CCC1C=O
4708,C(=C=P(c1ccccc1)(c1ccccc1)c1ccccc1)=Nc1ccccc1
4709,O=CCCC#Cc1ccccc1Br
4710,CN1C(=O)C(=O)c2ccccc21
4711,O=C(O)c1cc(Br)ccc1C(=O)c1ccccc1
4712,COc1ccc(-n2nncc2C(=O)c2ccccc2)cc1
4713,CC(C)(C)OC(=O)N1CC(=O)C[C@H]1CO[Si](C)(C)C
4714,COc1ccc2c(c1)C(=O)CCC2
4715,CCCCc1cc(C=O)cc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)n1
4716,Cc1ccc(S[C@H]2O[C@H](C=O)[C@@H](OCc3ccccc3)[C@@H]3OC(C)(C)O[C@@H]32)cc1
4717,CCCCn1c2ccccc2c2cc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)ccc21
4718,O=CC1(COC(=O)c2ccccc2)CC1
4719,Nc1ccccc1C(=O)CC1CCCCC1
4720,CC(C)Oc1ccc(N(C)C)cc1C=O
4721,CN(C)c1ccc(C(c2ccc(N(C)C)cc2)[C@H](C=O)Cc2ccccc2)cc1
4722,COc1ccc(S(=O)(=O)N2CCc3cc(C=O)cc(Cl)c32)cc1
4723,O=Cc1cccc2c1O[C@H]1C[C@@H](OC3CCCCO3)[C@H](COC3CCCCO3)[C@@H]21
4724,CC(C)(C)[Si](C)(C)O[C@@H](CC=O)c1ccc([N+](=O)[O-])cc1
4725,O=CCc1ccccc1OCc1ccccc1
4726,CCCCn1c2cc(C=O)c(Br)cc2c2cc(Br)c(C=O)cc21
4727,Cc1cc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2c(C)ccc(C(C)C)cc1-2
4728,C[C@@H](CN(C)C)C(=O)c1cccc(Br)c1
4729,CCOC(=O)CCCCCCCCCCCCCCCCCC=O
4730,[N-]=[N+]=NCCCC/C=C\CCCC=O
4731,COc1ccc(C#Cc2ccccc2C(C)=O)cc1
4732,O=CC1CCN(C(=O)OCc2ccccc2)CC1
4733,CC(C)(C)OC(=O)NC12CCC(C=O)(CC1)C2
4734,COC(=O)C1(C(=O)OC)CC1CCc1ccccc1C=O
4735,CC(C)(C)[Si]1(C(C)(C)C)OC[C@H]2O[C@@]3(C)C[C@H]4O[C@@]5(C)C[C@H]6O[C@@](C)(CC=O)[C@H](O)[C@H](OCc7ccccc7)[C@]6(C)O[C@@H]5CC[C@]4(C)O[C@@H]3C[C@@H]2O1
4736,Cc1c(C=O)c2ccc([N+](=O)[O-])cc2n1C1CCN(C)CC1
4737,C[Si](C)(C)C#Cc1cnccc1C=O
4738,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(I)cc1
4739,CC=CCOC=P(c1ccccc1)(c1ccccc1)c1ccccc1
4740,CC(C)n1ccnc1C=O
4741,Clc1ccc(Cl)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1
4742,C[Si](C)(C)CCOCn1ccc2c(NC3CCCN(Cc4ccccc4)CC3)c(C=O)cnc21
4743,O=Cc1ccc(CO)cc1
4744,O=C1c2ccccc2-c2c3ccccc3nc3cccc1c23
4745,COc1ccc2c(c1)C(=O)C(=O)N2C
4746,CCCCOC(=O)c1ccc(C=O)cc1
4747,O=C1CCC(/C=C/C2CCCC2)CC1
4748,COc1cnc2cccc(C=O)c2n1
4749,CN(C)c1ccccc1C=O
4750,COc1cc(OC)c2c(c1)C(=O)c1cc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc(OC)c1C2=O
4751,CCC(=O)c1cccc(OCOC)c1
4752,C=CCCC(=O)/C=C/CCCC=O
4753,O=C(O)c1ccccc1C(=O)c1ccc(F)cc1
4754,CCOC(=O)C1COCC(=O)C1
4755,O=Cc1ccccc1OC(F)F
4756,COc1c(OCc2ccccc2)cc(C=O)cc1OCc1ccccc1
4757,CC(C)=CCCC(=O)c1ccc(C)cc1
4758,CC(=O)C[C@@H]1CCCCN1C(=O)OC(C)(C)C
4759,CC1(C)CC(=O)c2cc(Br)ccc2C1
4760,Clc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(Cl)c1
4761,O=Cc1ccc(Oc2ccc(Cl)c(C(F)(F)F)c2)cc1
4762,CCCCC#CC(=O)CCC
4763,CC1(C)CCN2CCC(C)(C)c3c(OCCCCCCCl)c(C=O)cc1c32
4764,CCOP(=O)(OCC)c1ccc2ccccc2c1-c1ccccc1C=O
4765,COc1cc(OC)c(C=Cc2ccc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c(OC)c1
4766,Cc1ccc([N+](=O)[O-])c(N2CCC(=O)CC2)n1
4767,C/C=C/CCC=O
4768,COCO[C@H](COCc1ccccc1)[C@@H](C)C=O
4769,Cc1ccc(O)c(C=O)c1
4770,O=Cc1ccc(Br)cc1C(F)(F)F
4771,COC(=O)C=O
4772,C[Si](C)(C)C#Cc1ccccc1C=O
4773,CN1C(=O)C(=O)c2ccc(Cl)cc21
4774,O=C[C@@H]1[C@H]2CC(=O)O[C@H]2C[C@H]1OC(=O)c1ccc(-c2ccccc2)cc1
4775,O=C1C(=P(c2ccccc2)(c2ccccc2)c2ccccc2)CCN1OC1CCCCO1
4776,O=CCC1CCCC1
4777,CCCCCCCCOc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
4778,O=Cc1ccc2cc(C(F)(F)F)ccc2n1
4779,Cp1c2ccccc2c2ccccc21
4780,COc1cccc(C=O)c1N=[N+]=[N-]
4781,COC(=O)c1cc(C=O)n(C(C)C)n1
4782,O=Cc1cn2c(n1)-c1c(F)cccc1C2
4783,Cc1nc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cs1
4784,O=Cc1cccc2cccc(I)c12
4785,Ic1ccccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
4786,CC(=O)CCc1cc(C)ccc1Br
4787,COc1ccc2c(Br)c(C=O)ccc2c1
4788,CC1(C)CCCC(C)(C)N1O[C@H](C=O)Cc1ccccc1
4789,CC(C)(C)[Si](OC[C@H]1O[C@H](C=O)CN(Cc2ccccc2)[C@@H]1COCc1ccccc1)(c1ccccc1)c1ccccc1
4790,COCOc1cc(OC)c(CO[Si](C)(C)C(C)(C)C)cc1[C@H](C)C(C)=O
4791,O=Cc1ccccn1
4792,Cc1cc(C)c(CCCC=O)c(C)c1O
4793,CCC[C@@H](C[C@H](CC=O)OCc1ccc(OC)cc1)OCc1ccccc1
4794,O=C1CC(NC(=O)c2ccc3ccccc3c2)C1
4795,CC(=O)c1ccc(Br)cc1
4796,O=Cc1cccc(OCc2ccccc2)c1
4797,COC(=O)c1cc(C(=O)c2cc(C(=O)OC)c(OC)c(OC)c2Cl)c(Cl)c(OC)c1OC
4798,O=Cc1cc(-c2ccccc2)cc(-c2ccccc2)c1
4799,CC(=O)OC(C=O)CNC(=O)OC(C)(C)C
4800,O=C(Cc1ccccc1Cl)c1ccc(F)cc1
4801,C/C=C(/C)C1(C)CCCC(=O)C1
4802,O=C(c1ccc(N2CCOCC2)cc1)c1ccc(N2CCOCC2)cc1
4803,COc1cc(OC)c(/C=C/C(C)=O)c(OC)c1
4804,O=C1CCCCCCCCCCC1
4805,COc1cc(C=O)cc(OC)c1C(=O)OC(C)(C)C
4806,CC(C)c1ncc(C=O)n1C
4807,CCCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
4808,CCCCCCOc1ccc(/C=C/c2cc(C=O)cc(/C=C/c3ccc(OCCCCCC)cc3)c2)cc1
4809,CCC1Oc2ccc(Br)cc2C(=O)C12COC2
4810,CSc1ncc(C=O)c(NC2CCCCC2)n1
4811,COc1ccc2c(C=O)cc3cc(OC)c(OC)cc3c2c1
4812,COCC1=C[C@@H]2[C@H]3CC[C@@H](C)[C@]2(OCC(F)(F)F)[C@@H](C1)[C@@H](C(C)=O)CC[C@H]3C
4813,O=Cc1ccc2ccccc2n1
4814,O=Cc1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1
4815,COC(=O)CCC1CCC(=O)CC1
4816,C=CCCCCCCCCC(=O)C[C@H](C)CCC=O
4817,CCCCCCCCCCCC=O
4818,CCCCC(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)CC
4819,CC(C)(C)OC(=O)Nc1ccc(Br)cc1C=O
4820,COCO[C@H](c1cc(OC)cc([N+](=O)[O-])c1OC)[C@H](C)/C=C(\C)C=O
4821,CO/C=C\c1cc(OC)ccc1C=O
4822,CCCCCCC1(CCCCCCC=P(c2ccccc2)(c2ccccc2)c2ccccc2)OCCO1
4823,CC12CC(=O)C1(CO[Si](C)(C)C)Cc1ccccc12
4824,CC(C)(C)OC(=O)N[C@@H](C#Cc1ccccc1)CC=O
4825,COc1ccc2c(c1)[C@@H](CC=O)[C@@]1(C(=O)N(C(=O)OC(C)(C)C)c3ccccc31)[C@H](c1ccc(Br)cc1)O2
4826,CC(C=CC1=C(C)C[C@@H](O)CC1(C)C)=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
4827,[N-]=[N+]=NCC(=O)c1cc2ccccc2oc1=O
4828,COc1ccc2oc3c(c2c1)[C@@]12CCC[C@H](O[Si](C)(C)C(C)(C)C)C1=C[C@H](O2)C3=O
4829,CCCC(=CCCC=O)CCC
4830,CCC1=C(C)c2cc3[nH]c(c(C)c3C=O)c(-c3cc(C)cc(C)c3)c3nc(c4c5[nH]c(cc1n2)c(C)c5C(=O)C4)[C@@H](CCC(=O)OC)[C@@H]3C
4831,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC(=O)C2
4832,COc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1O[Si](C)(C)C(C)(C)C
4833,COc1c(C=O)cc2ccccc2c1OC
4834,C=CC[C@@]1(C=O)CO[C@H](C(C)(C)C)N1C(=O)OC(C)(C)C
4835,O=Cc1c(-c2ccccc2)oc2cc(OCc3ccccc3)ccc12
4836,O=C(c1cccs1)c1ccccc1Br
4837,O=C[C@H]1C[C@@H]1[C@H]1C[C@@H]1c1ccccc1
4838,CC(C)(C)OC(=O)N1C(=O)C(=O)c2cccc(Br)c21
4839,CC(=O)CCCCO
4840,C[C@@H](C=O)/C=C/CO[Si](C)(C)C(C)(C)C
4841,CN(C)c1cc(C=O)cc(OCc2ccccc2)c1O
4842,CN(C)p1c2ccccc2c2ccccc21
4843,CC(=O)Nc1ncc(C=O)s1
4844,CN(C)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
4845,C(=CCCCCCCOC1CCCCO1)CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
4846,CC(C)(C)[Si](C)(C)OC[C@H]1CO[C@H](C=O)CO1
4847,O=C1CCCc2c(O)cccc21
4848,CCCCCCCCCCP(CCCCCCCCCC)CCCCCCCCCC
4849,CC[Si](CC)(CC)/C(=C/CN(CCC=O)S(=O)(=O)c1ccc(C)cc1)COC(C)=O
4850,Cn1ccc(C=O)n1
4851,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
4852,CCN(C)c1nc(SC)ncc1C=O
4853,COc1cc(C)c(C=O)cc1C
4854,C=CCOc1ccccc1C=O
4855,CCCC[C@H]1[C@H]([N+](=O)[O-])[C@@H](CC(=O)c2ccccc2)CC[C@@H]1C=O
4856,O=C[C@@H]1Cc2cc(Br)ccc2N2CCCCCC[C@@H]12
4857,O=C(C1CCCCC1)C1CCCCC1
4858,Cc1cc(C)c(C=O)c(C)c1
4859,Cc1nc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)nc2c(Br)cccc12
4860,COc1cc(C=O)cc2cc(-c3ccccc3)oc12
4861,CCCCCCCCCCCC(CC=O)NC(=O)OCc1ccccc1
4862,COC(=O)c1ccc(C(=O)CO[Si](C)(C)C(C)(C)C)cc1
4863,CC(C)C(c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
4864,CCC(=O)OCCCCCCCCC=O
4865,C/C(=C\CC/C(C)=C/CCc1ccccc1)CCC=O
4866,C=CC(C)(C)OC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
4867,COCOc1ccc(Cc2c(C)cc(OCc3ccccc3)c(C)c2C)nc1C1CCCC(=O)C1
4868,CCOc1ccc(C=O)cc1OC
4869,CC(C)c1nc(=O)[nH]c(-c2ccc(F)cc2)c1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
4870,Cl
4871,C=C(C)CC[C@@H]1C(C)(C)[C@@H](CC=O)CC[C@@]1(C)O
4872,CC1=C(Br)C(=O)OC1=O
4873,CCOC(=O)/C(C)=C/CC(C)(C)CC=O
4874,CC(C(C)C)=P(c1ccccc1)(c1ccccc1)c1ccccc1
4875,CCCCCCC#CC=O
4876,CC(C)(C)OC(=O)C1(Cc2cccc(NC(=O)C(c3ccc(C=O)cc3)C3CCCC3)c2)CC1
4877,COc1cc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc(O[Si](C)(C)C(C)(C)C)c1OC
4878,COCOc1c(C(C)(C)C)cc(C=O)cc1C(C)(C)C
4879,O=C1N[C@H](C=P(c2ccccc2)(c2ccccc2)c2ccccc2)CS1
4880,O=Cc1cccc(F)c1O
4881,COc1ccc(C)c(C=O)c1
4882,Cc1nc2c(OC(C)C)cc(C=O)nn2c1C
4883,O=Cc1cc(F)cc(F)c1OCc1ccccc1
4884,O=Cc1cc2ccccc2cc1I
4885,COCCCC=O
4886,CC1(C)O[C@H]2[C@H](C=O)OC[C@H]2O1
4887,CC(C)(C)[Si](OCCCCCCOCC(COCCCCCCCCC=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)(c1ccccc1)c1ccccc1
4888,O=CC[C@@H]1CCC[C@]23CCC[C@H](ON12)[C@H]3C=O
4889,COc1ccc(-c2sc3cc(OC)ccc3c2Oc2ccc(C=O)nc2)cc1
4890,C[C@H](O)CCCC=O
4891,CC(C)(C)O[C@@H]1[C@@H](OC(C)(C)C)CN2CCC(=O)C3(CC3)[C@@H]12
4892,CO[C@H]1O[C@H](COCc2ccc(Cl)cc2)[C@@H](OCc2ccc(Cl)cc2)C1=O
4893,Cc1cccc(C(=O)C(F)(F)F)c1
4894,CC1(C)C[C@H]([C@@](C)(O)CO[Si](C)(C)C(C)(C)C)[C@H]1C=O
4895,CCCCCCN(CCCCCC)c1ccc(/C=C/c2ccc(C#Cc3ccc4c(c3)C(CCCC)(CCCC)c3cc(C#Cc5ccc(C=O)s5)ccc3-4)s2)cc1
4896,O=Cc1cc(F)c(Oc2ccc(Cl)c(C(F)(F)F)c2)c(F)c1
4897,CC(C)=CCC(C)(C)C=O
4898,O=CC#Cc1ccc2ccccc2c1
4899,NC(=O)c1ccc(Br)c2c1[nH]c1cc(C=O)ccc12
4900,COc1ccc2c(c1)CCCC2=O
4901,COc1ccc(N2C(=O)C(C)(C)C2C=O)cc1
4902,CC(C=O)Cc1ccc(C(C)(C)C)cc1
4903,CC(=O)Oc1cc(C=O)ccc1O
4904,CN(C)c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
4905,O=C1CCC2(CC1)Cc1ccccc1C(=O)O2
4906,FC(F)=P(c1ccccc1)(c1ccccc1)c1ccccc1
4907,CCC[C@@](CCOC(C)=O)(COC(=O)C(C)(C)C)N1C(=O)CC[C@H]1C=O
4908,O=Cc1ccc(C2CN(Cc3ccccc3)CCO2)cc1
4909,O=Cc1ccc2c(c1)B(O)OC2
4910,CC[Si](CC)(CC)O[C@H]([C@@H](C)C=O)[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
4911,O=Cc1ccccc1NC(=O)OCc1ccccc1
4912,O=Cc1ccc(F)cc1Cl
4913,C(c1cccs1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
4914,Cn1nc(N2CCC(F)(F)C2)nc1C=O
4915,CC1=CC(=O)CC(C)C1
4916,CN(C)c1ccc(/C=C/c2cc(C=O)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1
4917,C[Si](OCCC1CC(=O)C=C(Cl)C1)(c1ccccc1)c1ccccc1
4918,CC(=O)[C@H]1OCCC[C@@H]1O[Si](C)(C)C(C)(C)C
4919,CCCCC(=O)c1ccccc1C#C[Si](C)(C)C
4920,Cc1c(C)c2c(c(C)c1Oc1ccc(C=O)cc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
4921,CC1(C)O[C@H]2OC(C=O)[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O1
4922,C[C@H](C=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)CC[C@]4(C)[C@H]3CC[C@]12C
4923,Cc1ccc(CC=O)c(C=O)c1
4924,c1ccc(P2CCCC2)cc1
4925,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)OCCCCCCCCCCCCCCCCCCN1C(=O)c2ccccc2C1=O
4926,CCOC(=O)N1CCN(c2ccc(-c3nc(Cl)c(CC=O)c(Cl)n3)cc2)CC1
4927,COc1ccc(S(=O)(=O)n2ccc3cc(C=O)ccc32)cc1
4928,COc1ccc2cc(C=O)ccc2c1
4929,Fc1ccc([C@H]2CC[C@H]([C@H]3CC[C@H](C=P(c4ccccc4)(c4ccccc4)c4ccccc4)CC3)CC2)cc1F
4930,COc1ccc(C=O)cc1-c1cc(C2OCCCO2)ccc1OC
4931,CCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
4932,C[C@H](C=O)CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
4933,COc1cc(C=O)ccc1OS(=O)(=O)c1ccc(C)cc1
4934,CCOC(=O)c1cc2c(ccc3nc(Cl)c(C=O)cc32)s1
4935,O=Cc1ccccc1OC1C2CC3CC(C2)CC1C3
4936,CC(C)=CCN(C(=O)C(F)(F)F)[C@@H](C=O)C12OCC(C)(CO1)CO2
4937,COc1ccc(Nc2cccc3c2C(=O)CCC3)cc1
4938,CCSc1cnccc1C(=O)c1ccc2c(c1)OCO2
4939,CC(C)(C)OC(=O)Nc1cnccc1C(=O)c1ccccc1
4940,CC(C)(C)[Si](C)(C)Oc1ccc(CCOC(=O)C[C@@H]2C[C@H]3O[C@H]3C2=O)cc1
4941,CCOC(=O)COc1cccc(C=O)c1
4942,CC1(C)O[C@H]([C@H](O)CO[Si](C)(C)C(C)(C)C)[C@H](C=O)O1
4943,O=C1S/C(=N\c2ccccc2)N(c2ccccc2)C1=O
4944,CCC1(C)OC[C@H](C=O)O1
4945,CCC1(/C=C/C=O)CCCN(Cc2ccccc2)C1=O
4946,Cn1cc(CC=O)c2ccccc21
4947,O=CC#CCCCCCCCl
4948,CCC(O)(CC)Cc1ccc([C@@H](C)[C@H]2CC[C@H]3C(=O)CCC[C@]23C)o1
4949,CC(C)C=O
4950,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1
4951,O=C1CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N1c1cccc(C(F)(F)F)c1
4952,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1
4953,COc1ccc2c(c1)C(=O)C(=O)N2C(C)=O
4954,CCCCCCc1ccc(-c2cc(C=O)sc2-c2ccc(CCCCCC)s2)s1
4955,CC12COC(CC=P(c3ccccc3)(c3ccccc3)c3ccccc3)(OC1)OC2
4956,CC(O)c1oc(=O)c2ccccc2c1-c1ccc(C=O)cc1
4957,COC(=O)[C@H]1OC(C)(C)O[C@H]1[C@H](CC=O)O[Si](C)(C)C(C)(C)C
4958,CCOC(=O)C(CCn1cc(-c2ccccc2)cn1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
4959,CCOCc1c(C=O)n(S(=O)(=O)c2ccccc2)c2ccccc12
4960,C[Si](C)(C)C#CCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
4961,O=CCCCCOC(=O)c1ccccc1
4962,O=Cc1ccc(OCCOc2ccc(Cl)cc2Cl)c(Cl)n1
4963,COc1ccc(SCCC=O)cc1
4964,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5([C@@H](C=O)[C@@H]4COCc4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315
4965,O=Cc1ccc(-c2ccc(-c3nc4ccccc4n3-c3ccccc3)cc2)cc1
4966,CCCCOc1ccc(C=O)cc1OCc1ccccc1
4967,COc1ccc(Oc2c(OC)cccc2C2OCCCO2)cc1C=O
4968,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)OCC(F)(F)F
4969,CO[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)C=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H]3C[C@]312
4970,CC(C)[Si](OCC#CC=O)(C(C)C)C(C)C
4971,COc1cc(C)cc(C=O)c1
4972,CCCCCOc1ccc2ccccc2c1-c1c(OCCCCC)c(C=O)cc2ccccc12
4973,COC(=O)C[C@]1(C)C2(CC[C@]1(C)C=O)OCCO2
4974,CCCCCCCC[C@H](Cl)[C@@H](Cl)[C@H]1O[C@H]1C=O
4975,CC(C)(C)OC(=O)NC12CCC(C=O)(CC1)CC2
4976,N#Cc1ccc2nc(C=O)ccc2c1
4977,CC(=O)OCC(=O)C[C@@](C)(O[Si](C)(C)C(C)(C)C)[C@@H]1CCCN1C(=O)OC(C)(C)C
4978,COC(=O)C[C@@H](CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1)O[Si](C)(C)C(C)(C)C
4979,CCOC(=O)CC(CC(=O)OCC)CC(=O)c1ccc(F)cc1
4980,CC[C@@H](Cl)[C@@H]1O[C@@H]1C=O
4981,CCCCC#Cc1ccccc1C(C)=O
4982,CCC#CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
4983,C[C@@H](C=O)[C@@H](C)O[Si](C)(C)C(C)(C)C
4984,O=CCCCCCOCc1ccccc1
4985,COCO[C@@H]1/C=C\C[C@H](OCc2ccccc2)[C@@H](/C=C/C(=O)N(C)OC)O[C@@H](/C=C(/C)C=O)C1
4986,O=C[C@@H]1CCC[C@H](OCc2ccccc2)[C@H]1O
4987,CC[C@H]1O[C@@H]([C@@H]2C[C@@H](Br)[C@H](CC=O)O2)C[C@@H]1Br
4988,O=C1CC2CCCC(C1)N2C(=O)c1ccccc1
4989,CC(=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc2ccc3cccc4ccc1c2c34
4990,CC(C)C(CC(=O)O)CC(=O)c1ccccc1
4991,O=C(c1ccc(OCCCC(F)(F)F)cc1)C(F)(F)F
4992,N#CC1=C(N)Oc2c(ccc3ccccc23)C1c1cccc(-c2cccc(C=O)c2)c1
4993,O=Cc1cc(Br)ccc1-c1ccccc1
4994,O=CC1CCC(C2CCC(c3ccc(F)c(F)c3)CC2)CC1
4995,COc1ccc(C(C)=O)c(O)c1
4996,O=Cc1ccc(Oc2ccc(F)c(C(F)(F)F)c2)cn1
4997,Cc1ccc(S(=O)(=O)N(CCCC=O)C(=O)OC(C)(C)C)cc1
4998,Clc1ccncc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
4999,O=C1CCN(c2ccc(Cl)cc2)CC1
5000,COC1=C(OC)C(=O)C(CCCCCCCCCC=O)=C(C)C1=O
5001,O=C(O)c1ccc(Br)cc1C(=O)c1ccccc1
5002,CC(=O)c1ccc(C)c(C)c1
5003,C#CCC[C@@H](C(=O)C(C)(C)[C@@H]1CCOC(C)(C)O1)[C@@H](OC1CCCCO1)[C@@H](C)CCCC(C)=O
5004,CC(=O)O[C@H](C=O)[C@@H](C)CO[Si](C)(C)C(C)(C)C
5005,CCCNc1nc(SC)ncc1C=O
5006,[C-]#[N+]c1cnccc1C(=O)c1ccc(OC)cc1
5007,CC(C)n1nc(I)cc1[C@H]1[C@@H]2CC(=O)C[C@@H]21
5008,CCc1ccccc1C=O
5009,O=Cc1ccc(N2CCCCC2)cc1
5010,CC1(C)O[C@H]2O[C@@H](C=O)[C@H](OCc3ccccc3)[C@H]2O1
5011,COC(=O)CC(=O)CC(=O)OC
5012,COc1ccc(B2OCC(C)(C)CO2)c(C=O)c1
5013,Cc1nc2ccccc2nc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
5014,Cc1c(Nc2ccc(-n3cccn3)cc2)nc2c(C=O)cnn2c1NC1CC1
5015,COC(=O)[C@@H]1C[C@@H](C=O)CN1C(=O)OC(C)(C)C
5016,CC(C)(C)COc1ccccc1C=O
5017,CC(C)(C)OC(=O)N(c1cc(Cl)nc2c(C=O)cnn12)C1CC1
5018,O=CCCN1C(=O)c2ccccc2C1=O
5019,COCOc1ccccc1-c1cc2cc(C=O)cc(OC)c2o1
5020,Cc1ccc(N(c2ccc(C)cc2)c2ccc(C=O)cc2)cc1
5021,CCC[C@H]1O[C@H]1C=O
5022,O=S(=O)(c1ccccc1)n1c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc2ccc(Br)cc21
5023,CCCCC[C@H]1CC[C@H](C=O)CC1
5024,COCOc1ccc(C=O)cc1Cl
5025,C#CC[C@H](CC=O)OCOCc1ccccc1
5026,CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=O
5027,C/C=C(\C)CC(C)C=O
5028,COC(=O)C(=Cc1cccc([N+](=O)[O-])c1)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
5029,Cc1ccc2c(c1)cc(C=O)n2C
5030,O=Cc1c(Nc2ccccc2)oc2ccccc2c1=O
5031,O=C1[C@@H]2CC[C@]3(CCCC[C@@H]3C2)[C@@H]1O
5032,O=CCCc1cc2c(o1)[C@@H]1N3C(=O)CCC/C=C\[C@H]3C[C@@]13CN(S(=O)(=O)c1ccccc1)CC[C@@H]23
5033,CCOC(=O)C(C)(C)CCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
5034,COc1ccc(COCCC=O)cc1
5035,C[C@H](C[C@H]1O[C@@H]1C=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
5036,CC(C)(C)[Si](C)(C)O[C@@H](CC=O)CCCCc1ccccc1
5037,COCO[C@@H]1CC(=CC=C2CCC[C@]3(C)[C@@H]([C@H](C)C=O)CC[C@@H]23)C[C@@H](O[Si](C)(C)C(C)(C)C)C1
5038,CCCCCCCCCCC/C=C\[C@H]1OC(C)(C)O[C@H]1C=O
