index,reactant_smiles
2361,O=CC(=O)c1ccc([N+](=O)[O-])cc1
2362,O=Cc1ccc(-c2ccccn2)nc1
2363,C[C@@H](C=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
2364,CC(C)c1cccc(C=O)c1O
2365,CC(C)(C)OC(=O)Nc1cccc(Br)c1C=O
2366,COC1O[C@H](C=O)[C@H]2OC(C)(C)O[C@@H]12
2367,C=C[C@@H]1O[C@]2(C)C[C@@H]3O[Si](C(C)(C)C)(C(C)(C)C)OC[C@H]3O[C@H]2C[C@H]1OCC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2368,COc1ccc(CO[C@@H]2CC(O[Si](C)(C)C(C)(C)C)=C(Br)[C@@H]2CC=O)cc1
2369,CC(C)(C)OC(=O)N1CCC(=O)[C@H](N(NC(=O)OCc2ccccc2)C(=O)OCc2ccccc2)C1
2370,Cc1cc2c3cnccc3cc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)n2n1
2371,O=C1CCCN2CCCCC12
2372,COCOc1ccc(-c2cc3cc(C=O)cc(OC)c3o2)cc1
2373,FC(F)(F)C(F)(F)CCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
2374,COCC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2375,O=Cc1ccccc1-c1ccc(-c2ccccc2)cc1
2376,CC(=O)[C@H]1C[C@@H](NC(=O)OC(C)(C)C)[C@@H]2OC(C)(C)O[C@@H]21
2377,Fc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(F)c1F
2378,CCCCCc1ccc(C(C)=O)cc1
2379,O=C1c2ccccc2C(=O)N1CCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
2380,O=Cc1nc(Cl)cnc1Cl
2381,CN(CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)Cc1ccccc1
2382,COc1cccc(C=O)c1Cl
2383,C[C@@H](CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](C)C=O)COCc1ccccc1
2384,CC(C)(C)[Si](C)(C)OCC(=O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
2385,O=Cc1ccc(/C=C/c2ccccc2)cc1
2386,COC(=O)c1c(CS(=O)(=O)c2ccccc2)ccc(-c2ccoc2C=O)c1O
2387,Cc1cccc(C#CC=O)c1
2388,O=Cc1ccc(C(F)(F)F)cc1C1OCCO1
2389,CC(C)(C)c1ccc(-c2ccnc(Cl)c2C=O)cc1
2390,CC(C)(C)OC(=O)N1CC(=O)C[C@H]1C(=O)O
2391,CCOC(=O)c1cc(C=O)c[nH]1
2392,N#CC(C#N)(CC1CCC(=O)CC1)c1ccc(F)cc1
2393,C(c1nc2c3cccnc3ccn2n1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2394,COC(=O)c1ccc(N2CCC(=O)CC2)cc1
2395,CC(=O)Oc1ccc(C(=O)c2ccccc2)c(C=O)c1
2396,CN1C(=O)C(=O)c2cc(OC(F)(F)F)ccc21
2397,O=Cc1cccn1-c1ccc(Cl)cc1C(=O)c1cccc2c1OCCO2
2398,O=Cc1cc(=O)oc2ccccc12
2399,O=Cc1nc2ccc(OCc3ccccc3)cc2s1
2400,CCO[C@@H]1CC(=O)[C@]1(C)c1ccccc1
2401,O=Cc1cccc(S(F)(F)(F)(F)F)c1
2402,CC(=O)c1cc(Br)cc(OC(F)(F)F)c1
2403,C[C@H](C=O)CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](C)COCc1ccccc1
2404,CC1(C)OC[C@@H](COCC[C@H]2OC(C)(C)O[C@H]2/C=C/[C@@H]2OC(C)(C)O[C@@H]2C=O)O1
2405,CC1(C)O[C@@H]2COC(=O)[C@@H]2O1
2406,COc1ccc2oc(C=O)cc2c1
2407,C[C@H](C=O)[C@H](OCc1ccccc1)[C@@H](C)COC(c1ccccc1)(c1ccccc1)c1ccccc1
2408,CC1(C)O[C@@H](C=O)[C@H](COCc2ccccc2)O1
2409,CC(C)=CCC[C@@]1(C)O[C@H]1C=O
2410,O=Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1
2411,Ic1cccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1
2412,CC1(C)OC[C@H](COCC[C@H]2OC(C)(C)O[C@H]2/C=C/[C@H]2OC(C)(C)O[C@H]2C=O)O1
2413,O=Cc1ccc2nccc(N[C@H]3CC[C@H](N4CCC5(CC4)CC5)CC3)c2c1
2414,CC(C)(C)OC(=O)OCCCN1CCc2cc(C=O)ccc21
2415,COc1cc(CC(=O)O[C@H](C)CCC(C=O)O[Si](C)(C)C(C)(C)C)cc(OC)c1
2416,Cc1cc(O)cc(C)c1C=O
2417,CC(C)C(C)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2418,O=CCCOc1ccccc1
2419,Cc1cc(C=O)oc1C
2420,CC(C)CCN1CCn2c(C=O)ccc2C1=O
2421,COc1ccc(C=O)c(C2=C(C(C)(C)C)C(C)(C)CO2)c1
2422,CCCCCCN(CCCCCC)c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
2423,CC(C)CCCC(=O)/C=C/CCC=O
2424,CC1(C)COC(c2ccc(-c3ccc(C=O)s3)s2)OC1
2425,COc1ccc(C=O)cc1B(O)O
2426,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC=O
2427,CC(C)(C#CSc1ccccc1)CC=O
2428,C(Cc1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2429,O=Cc1ccn(Cc2cccc(Oc3ccccc3)c2)n1
2430,C[C@@]1(CCC#N)[C@@H](CC=O)CCC12OCCO2
2431,C[C@@H](CCC=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
2432,CO[C@]12CC[C@@]3(C)[C@H](CC[C@H]4[C@@H]5CCC(=O)[C@@]5(C)CC[C@@]43O1)C2
2433,COCOc1c(OC)ccc(C=O)c1Br
2434,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)Sc1ccccc1
2435,Cc1ccc(CC=P(c2ccccc2)(c2ccccc2)c2ccccc2)o1
2436,CO[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2C(=O)[C@H]1O[Si](C)(C)C(C)(C)C
2437,O=Cc1cccc(Br)n1
2438,COc1cccc(CCCC=O)c1O
2439,O=C(/C=C/c1ccccc1)C(F)(F)F
2440,O=Cc1ccc(OCCOc2ccccc2)cc1
2441,O=Cc1ccccc1Br
2442,COCOC(C)C=O
2443,C/C(=C\CCc1cccc2ccccc12)CC[C@@H]1O[C@@]1(C)C=O
2444,CC(C)(C)[Si](C)(C)OC[C@H]1[C@@H](C=O)[C@@H]2C=C[C@H]1O2
2445,CC(C)(C)[Si](OCc1ccccc1C=O)(c1ccccc1)c1ccccc1
2446,CC(C)(C)OC(=O)N1CCCC(C=O)C1
2447,CC(/C=C/CCC=O)O[Si](C)(C)C(C)(C)C
2448,O=C[C@H](OCc1ccccc1)[C@@H](OCc1ccccc1)[C@@H](OCc1ccccc1)[C@H](O)CO[C@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
2449,O=Cc1cc2ccccc2c2ccccc12
2450,C[C@]12CC[C@@H](O)C[C@H]1C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@]2(C)C(=O)CC[C@@H]12
2451,CCCCC(=O)c1cc(Br)ccc1C(=O)O
2452,CCCCC(CC)COc1cc(C=O)c(OCC(CC)CCCC)cc1Br
2453,CCOC(=O)C(C(C[N+](=O)[O-])c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2454,O=CCCc1ccc(OCc2ccccc2)cc1
2455,COc1cc(C(C)=O)oc(=O)c1C
2456,COC(=O)C(CC(=O)O)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2457,O=Cc1ccccc1C(=O)O
2458,CCOC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1C=O
2459,O=C1CCC(c2ccc(OCC3CCCC3)c(F)c2F)CC1
2460,C[C@@H](C=P(c1ccccc1)(c1ccccc1)c1ccccc1)CO
2461,CC(C)(C)[Si](OC/C=C/C=O)(c1ccccc1)c1ccccc1
2462,COc1ccccc1C(C)CC=O
2463,C[C@H](CCCC(C)(C)OC(=O)c1ccccc1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)c5ccccc5)CC[C@]4(C=O)[C@H]3CC[C@]12C
2464,Cc1cc2c(cc1C)[n+]([O-])c(C=O)c(C)[n+]2[O-]
2465,CCC/C=C/C=O
2466,C[C@H](CC=O)CC(=O)N(C(=O)OC(C)(C)C)[C@@H](C)c1ccccc1
2467,O=CCCC/C=C/C(=O)CCc1ccc(F)cc1
2468,C(c1cccnc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2469,COc1cc(C)ccc1C=O
2470,Cc1ccc([C@H](C)CCC=O)c(O)c1
2471,CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C
2472,CN(C)c1ccc(/C=C/c2ccc(C=O)cc2)cc1
2473,C=CC[C@@H]1CCC(=O)[C@@]1(C)CCC(C)=O
2474,CO[C@@H]1[C@H](O[Si](C)(C)C(C)(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
2475,CC(C)c1ccc(O[Si](C)(C)C(C)(C)C)c(C=O)c1
2476,C/C(=C\Cc1ccccc1)CCC=O
2477,CCCc1c(C=O)cccc1OC
2478,O=Cc1c[nH]c2ccc(Br)cc12
2479,O=Cc1ccc(OCc2ccccc2)c(Cl)c1
2480,CC1(C)O[C@H](C=O)CN1C(=O)OCc1ccccc1
2481,CC1(C)O[C@H]2O[C@@H](C=O)C[C@H]2O1
2482,O=Cc1cc(C(F)(F)F)ccc1Cl
2483,COc1cc(N(C)CCOC(=O)C(C)(C)C)ccc1C=O
2484,COC(=O)C1(C(=O)OC)CC1c1ccccc1C(C)=O
2485,CCCCOc1ccc2c(c1)c1cc(OCCCC)ccc1n2-c1ccc(N(c2ccc(C=O)cc2)c2ccc(-n3c4ccc(OCCCC)cc4c4cc(OCCCC)ccc43)cc2)cc1
2486,Cc1c(C)c2c(c(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)c1O)CCC(C)(C)O2
2487,O=Cc1ccc(OCCC(F)F)cc1F
2488,CC(=O)c1cc2ccccc2o1
2489,Cc1cc2c3cccc(Cl)c3nc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)n2n1
2490,O=Cc1occc1O
2491,C[Si](C)(C)[C@@H]1O[C@@H]1CCCCCC=O
2492,CCCCCCCCCCCCCCCCC[C@@H](O[Si](CC)(CC)CC)[C@@H](CC=O)O[Si](CC)(CC)CC
2493,CCOC(=O)c1[nH]c(C=O)c(C(=O)c2cccc(Br)c2)c1C
2494,COc1ccc(C(=O)C(C)(C)C/C=C/c2ccccc2)cc1
2495,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccccc21
2496,C(c1nncs1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2497,C=CCN(c1ccccc1)c1oc2cc(Cl)c(F)cc2c(=O)c1C=O
2498,CCP1c2cc(C)ccc2Oc2ccc(C)cc21
2499,CN(CCOC(=O)C(C)(C)C)c1ccc(C=O)cc1
2500,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)OCc1ccccc1
2501,CS(=O)(=O)N1CCC(C=O)CC1
2502,COc1ccc(Cn2ccc3c(N[C@H]4CN(Cc5ccccc5)CC[C@H]4C)c(C=O)cnc32)cc1OC
2503,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cn1
2504,CC(=O)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OS(=O)(=O)c1ccc(C)cc1
2505,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1[N+](=O)[O-]
2506,CC(=O)CCCc1ccccc1Br
2507,COc1ccc(C(C)=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
2508,CC(=O)CCC=C(C)C
2509,CC(C)C(=O)[Si](C)(C)C
2510,COC(=O)c1ccc(OC(C)C)c(C=O)c1
2511,CC1(C)OC(c2ccc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)s2)OC1(C)C
2512,O=Cc1cccc(Br)c1
2513,CCCCC[C@@H]1C[C@H](CC=O)OC(C)(C)O1
2514,COc1cc(OC)cc(C(=O)c2ccc(OC)c(O[Si](C)(C)C(C)(C)C)c2)c1
2515,Cn1cc(Br)nc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2516,CCN(CC)c1ccc(C=O)c(OC(C)C)c1
2517,COc1cc(OC)cc(-c2ccc(O)c(C=O)c2)c1
2518,CCOC(=O)C1CCC(=O)CC1
2519,Cc1nc([C@H]2C[C@@H](O[Si](C(C)C)(C(C)C)C(C)C)C[C@@H](C[C@H]3CC(=O)C[C@H](CO)O3)O2)co1
2520,CC1(C)OC[C@@H]([C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@]2(CCC=O)OCc2ccccc2)O1
2521,CCOC(=O)[C@H](Cc1ccc(OC)c(C=O)c1)NC(=O)c1ccccc1
2522,COC1=C(C(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N(C(=O)OC(C)(C)C)C1(C)C
2523,COC(=O)[C@H]1CC[C@@H](C=O)CC1
2524,CC1(C)O[C@H]2CCC(=O)[C@H]2O1
2525,CC(=O)C1CN(C(=O)OCc2ccccc2)C=CO1
2526,CC1(C)OCC(=O)[C@@H](CO[Si](C)(C)C(C)(C)C)O1
2527,CCOC(=O)CCCC(C=O)OC(=O)Oc1ccccc1
2528,CCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
2529,Cn1c(-c2ccccc2)c(C=O)c2ccccc21
2530,CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C[C@@H]1O
2531,COc1cc(-c2cc3cc(C=O)cc(OC)c3o2)ccc1O[Si](C)(C)C(C)(C)C
2532,O=Cc1ccc(OCc2ccccc2)c(C2CCCC2)c1
2533,Cc1ccc(S(=O)(=O)OC[C@H]2CO[C@H](C=O)CO2)cc1
2534,O=C(CCCCl)CCCCl
2535,O=C[C@@H]1CCOC(c2ccccc2)O1
2536,CC1(C)COC(c2ccc(C(=O)c3ccccc3)cc2)=N1
2537,O=Cc1cc(Cl)cc(Br)c1
2538,CC(C)OC(=O)N1CCC(ON=C2CCN(c3cc(F)c(C=O)cc3F)CC2)CC1
2539,C=Cc1ncccc1C=O
2540,O=Cc1ccc(OCC(F)(F)F)nc1
2541,COc1nc2ccccc2cc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2542,COc1ccc2c(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc(=O)oc2c1
2543,CCC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1OC(C)(C)O[C@H]1C=O
2544,CC[C@H](CCCCCC=O)OC(=O)c1ccccc1
2545,O=Cc1cc(F)ccc1O
2546,COC(=O)C1CCC(=O)C1
2547,COc1cccc2c1C(=O)C2
2548,O=Cc1ccc(-c2ccc(Cl)cc2)cc1Cl
2549,CC(=O)OC[C@@H]1C=C(OC(C)=O)C(=O)[C@@H](OCC(=O)NCc2ccccc2)O1
2550,COc1ccc(COC2C3OC4OC(C3=O)C(OCc3ccc(OC)cc3)C2O4)cc1
2551,CC(C)(C)[Si](C)(C)Oc1ccc2nc(C=O)sc2c1
2552,COc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(C=O)cc2)cc1
2553,CC(C)(C)[Si](C)(C)Oc1cccc(C=O)c1
2554,COc1ccc(C(=O)C2CCOC(OC)C2)cc1
2555,CC(C)(C)c1cccc(C(=O)c2cccc(-c3ccccn3)c2)c1OCc1ccccc1
2556,O=CC1(c2ccccc2)COC2(CCCCC2)OO1
2557,CC(C)(C)OC(=O)N1CC(F)(F)CC[C@@H]1C=O
2558,C=CCN(c1ccccc1)c1oc2cc(F)ccc2c(=O)c1C=O
2559,COc1ccc(C#CC(=O)c2ccccn2)cc1
2560,CCC#CCOc1c(C)cccc1C=O
2561,C#CCC(CC#CCCCC(C)=O)(COC)COC
2562,CC(F)(F)COc1ccc(C=O)cc1F
2563,O=C1CCCCC1COCc1ccccc1
2564,C[C@H](C=P(c1ccccc1)(c1ccccc1)c1ccccc1)NC(=O)C(F)(F)F
2565,O=C/C1=C/C2=CC=CC=C(/C=C(/C=O)C1)C2
2566,COc1nc2ccc(F)c(C=O)c2nc1OC
2567,O=C1C=C[C@@]2(C(c3ccccc3)=C(c3ccccc3)c3ccccc32)c2ccccc21
2568,O=C[C@H]1O[C@H]2CC(=O)O[C@H]2[C@H]1OCc1ccccc1
2569,CCOC(=O)CC1O[C@@H](CC(=O)OCC)C[C@@H](C=P(c2ccccc2)(c2ccccc2)c2ccccc2)O1
2570,CCOC(=O)C(=O)c1ccc(C(C)(C)C)cc1
2571,O=Cc1cnc[nH]1
2572,COc1cc([N+](=O)[O-])ccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2573,CCOC(=O)C1=C(C[Si](C)(C)C)[C@@](C)(C/C=C(\C)CC[C@H]2O[C@]2(C)C=O)CCC1
2574,O=C1c2ccccc2CCC1(Cl)Cl
2575,COc1ccccc1C(=O)C(F)(F)F
2576,CC1=C(C)C(=O)OC1=O
2577,CCOC(=O)c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
2578,Cc1cc(C)cc(-c2c3nc(c(-c4cc(C)cc(C)c4)c4cc(C=P(c5ccccc5)(c5ccccc5)c5ccccc5)c([nH]4)c(-c4cc(C)cc(C)c4)c4nc(c(-c5cc(C)cc(C)c5)c5ccc2[nH]5)C=C4)C=C3)c1
2579,CC(C)(C)OC(=O)N[C@@H](C=O)Cc1ccccc1
2580,O=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1
2581,COc1cc(C(=O)N2CCC[C@H]2C=O)c(N=[N+]=[N-])cc1OCc1ccccc1
2582,CCCCCCCCCCCCCCCCCCCCCCOc1ccc(-n2c3ccccc3c3cc(C=P(c4ccccc4)(c4ccccc4)c4ccccc4)ccc32)cc1
2583,C#CCC(CC#CCCCC=O)(COC)COC
2584,COc1ccc(-c2cc(C=O)on2)cc1
2585,CC[C@]1(C)Oc2cc(C(=O)OC(C)(C)C)cc(C[C@@]3(C)C(=O)CC[C@]4(C)[C@@H]3CCCC43OCCO3)c2O1
2586,CC1C(=O)CN1C(=O)OC(C)(C)C
2587,O=Cc1ccc(OC(F)(F)F)cc1
2588,CCCCCCc1csc(C=O)c1CCCCCC
2589,O=Cc1cnc(Cl)cc1-c1cc2c(F)cccc2[nH]1
2590,CCN(CC)c1ccc2c(Cl)c(C=O)c(=O)oc2c1
2591,CC[Si](CC)(CC)O[C@H](COCc1ccc(OC)cc1)[C@H](Cl)C[C@@H](Cl)CCC=O
2592,O=C[C@H]1CC(CCc2ccccc2)=NO1
2593,COc1ccc(C(=O)CN(C)C(=O)OC(C)(C)C)cc1OC
2594,O=Cc1ccc(Oc2cccc(F)c2)c(F)c1
2595,C(Cc1ccc2ccccc2c1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2596,COc1ccccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2597,CC(C)(C)[Si](C)(C)OCC[C@H]1C[C@@H](O)CC[C@]1(C)[C@H]1CC[C@]2(C)C(=O)CC[C@H]2[C@@H]1O
2598,CC(C)(C)C#Cc1ccccc1C=O
2599,CC(=O)c1ccccc1NC(=O)C(C)(C)C
2600,CCCCCC[C@@H]1C=C(O[Si](C(C)C)(C(C)C)C(C)C)[C@H]2CCCC[C@@]2(CCC=O)N1C(=O)OCC[Si](C)(C)C
2601,O=C[C@H](CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21
2602,CCCC[C@@H](C=O)[C@@H](c1ccc(C)cc1)[C@@H](C)[N+](=O)[O-]
2603,O=Cc1ccc2cc(Cl)cc(F)c2n1
2604,COCOc1cccc(C=O)c1
2605,C=C(C[C@H]1OC(C)(C)O[C@]1(C)[C@@H]1CC[C@@H](C)[C@@H]1C=O)C(C)C
2606,Cn1nc(C=O)nc1N1CCCC1
2607,Cc1c(C=O)[n+]([O-])c2ccccc2[n+]1[O-]
2608,O=c1c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(-c2ccccc2)oc2ccccc12
2609,O=c1cc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2ccc3ccccc3c2o1
2610,COC(=O)CCC/C=C\C/C=C\C/C=C\CC=O
2611,CC(=O)O[C@H](C=O)CC[C@H](C)O[Si](C)(C)C(C)(C)C
2612,CC(C)[Si](O[C@H]1CC[C@H](C=O)CC1)(C(C)C)C(C)C
2613,CC(C)CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2614,O=C(c1cccc(Cl)c1)c1ccccn1
2615,CC1(C)O[C@H]2C[C@@H]3C4(C[C@H]5[C@@H]6[C@H](CCCCO[Si](C)(C)C(C)(C)C)CC(=O)[C@@]6(C)CC[C@@H]5[C@@]3(C)C[C@H]2O1)OCCO4
2616,CCCCCCCCCCCCC=O
2617,CCCCCCC(C=O)OC
2618,COc1ccc(CCN(C)c2ccnc(C=O)c2)cc1OC
2619,O=Cc1ccccc1C#CCCO
2620,CC(C)C(=O)c1ccccc1Cl
2621,O=C1CC2CCC(C1)N2C(=O)c1ccccc1
2622,CC(=O)C(C)(C)C(=O)OCc1ccccc1
2623,CC1(C)O[C@H]2C[C@@]3(C)[C@H](C[C@H]2O1)C1(C[C@H]2[C@@H]4[C@H](CCCCO[Si](C)(C)C(C)(C)C)CC(=O)[C@@]4(C)CC[C@@H]23)OCCO1
2624,CC(C)(C)NS(=O)(=O)c1ccccc1CCC=O
2625,O=CC[C@@H](O)Cc1ccccc1
2626,CC(C)(C)[Si](OC[C@H]1O[C@@](COCc2ccccc2)(O[C@H]2O[C@H](C=O)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1)(c1ccccc1)c1ccccc1
2627,CC(=O)c1ccccc1C#Cc1ccc(C)cc1
2628,CN(Cc1ccccc1)c1ccccc1C=O
2629,O=Cc1sc2ccccc2c1Br
2630,O=Cc1ccc2cc(O)ccc2c1
2631,COc1ccc(COc2ccc3c(c2)C(=O)CCO3)cc1
2632,O=C1CCC2(CC1)CC(C#Cc1cccc(Cl)c1)=NO2
2633,C[C@H](C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC[C@@]2(C)O[C@@]3(C)C[C@@]4(C)O[C@@H](CCOCc5ccccc5)[C@H](OCc5ccccc5)C[C@@H]4O[C@@H]3C[C@@H]2O1)[C@@H](C)CC=O
2634,Cc1cccc(C(=O)c2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)c1C
2635,C/C(C=O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@H]1C(C(C)(C)O)CC[C@]1(C)O
2636,CC(C)(C)OP(=O)(OCN1C(=O)CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C1=O)OC(C)(C)C
2637,CCCCCC(=O)/C=C/CCC=O
2638,CC(C)(C)[Si](OCC/C=C/CCC=O)(c1ccccc1)c1ccccc1
2639,CC(C)CCC(C=O)C(C)C
2640,O=CC[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1
2641,CC(C)(C)[Si](OCCCCCOCC(COCCCCCCCCC=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)(c1ccccc1)c1ccccc1
2642,N#Cc1cc(C=O)ccc1Oc1ccc(C(F)(F)F)nc1
2643,CC(=O)[C@]12CC[C@H]([C@@H](O[Si](C)(C)C(C)(C)C)C1)N2C(=O)OC(C)(C)C
2644,Cc1ccc(C(=O)/C=C/C[C@H](CC=O)c2ccccc2)cc1
2645,O=Cc1cc2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c2-c2ccccc2)C=C3)C=C1
2646,C=CCOC(C#Cc1ccccc1)C1(C(=O)c2ccccc2)CC1
2647,O=Cc1ccc(C(F)(F)F)cn1
2648,CCOP(=O)(OCC)C(/C(=N/c1ccc([N+](=O)[O-])cc1)C(F)(F)F)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2649,C=CCCn1c(=O)oc2cc(C=O)ccc21
2650,COC(=O)c1cc(C)c(C)cc1-c1ccc(C=O)o1
2651,CC(C)(C)[Si](O[C@H](C=O)[C@H]1CCC(=O)O1)(c1ccccc1)c1ccccc1
2652,C/C(C=O)=C\COC1CCCCO1
2653,OCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
2654,C[C@H](C(=O)OCc1ccccc1)[C@H](CCC=O)OC(C)(C)C
2655,COc1ccc([C@@H]2Oc3ccc(OC)cc3[C@@H](CC=O)[C@@]23C(=O)N(C(=O)OC(C)(C)C)c2ccccc23)cc1
2656,O=CC[C@H]1CCCCN1Cc1ccccc1
2657,CC(C)(C)OC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2658,C(CCCOCc1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2659,COc1ccc(O)c(C(C)=O)c1
2660,CCOc1ccc(C=O)cc1[N+](=O)[O-]
2661,CCCc1cccc(Br)c1C=O
2662,CCCCCCC[C@H](C)CCC[C@H](C)C=O
2663,C/C(=C\CC[C@H](C)CC=O)C(=O)CC(=O)SC(C)(C)C
2664,C[C@@H](C=O)NC(=O)OCC1c2ccccc2-c2ccccc21
2665,C/C=C\COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
2666,CCOC(=O)C(CC#N)=P(c1ccccc1)(c1ccccc1)c1ccccc1
2667,CCOc1ccc(-c2nnc(-c3ccc(C=P(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)o2)cc1
2668,CC(C)(C)OC(=O)N1C[C@H](C=O)N(C(=O)OCC2c3ccccc3-c3ccccc32)C2(CC2)C1
2669,CC/C=C\C[C@@H](C#C/C=C/C=C/[C@H](CC=O)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C
2670,O=Cc1nc(-c2ccccc2Br)cs1
2671,CCOC(=O)Cn1c(C=O)ccc1/C=C/c1ccc(N(C)C)cc1
2672,O=Cc1ccc2c(c1)[nH]c1ccccc12
2673,COC(C)(C)c1cc(OCc2ccccc2)ccc1N1C(=O)C(=O)c2ccccc21
2674,CCCCCCCC(=O)CCC(=O)O
2675,OCc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
2676,CC(C)(C)OC(=O)C[C@@H](CC=O)N[S@](=O)C(C)(C)C
2677,CC(=O)COC1CCCCO1
2678,CC(C)(C)c1ccc(C(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
2679,COc1ccc(COC[C@@H]2OC(C)(C)O[C@H]2[C@H]2O[C@H](C=O)C[C@@H]3OC(C)(C)O[C@H]23)cc1
2680,C=CCc1ccc(F)cc1C=O
